feature,mean_importance,fold_occurrences
EPB42,0.0005224069464020431,1
CLIP2,0.0005216160847339779,5
LIG3,0.0005211127572692931,5
LTF,0.0005185424233786762,5
KCNA3,0.0005172225268324837,5
POLD1,0.000516319804592058,5
ITGA7,0.0005140147521160543,5
SMC4,0.0005130821838974953,5
CROCC,0.0005127029668074101,5
NKD1,0.0005112059770908672,4
RHOA,0.0005107518518343568,3
AGL,0.0005079085211036726,5
ACACA,0.0005076949251815677,5
TGFBRAP1,0.0005070702522061765,5
COL5A3,0.000506528397090733,5
USH1C,0.0005036436719819904,5
BRCA1,0.0005024086858611554,5
ACVR2A,0.0005012387817259877,5
AKAP12,0.0005004976294003427,5
ALDOB,0.000499786576256156,4
PC,0.0004975641204509884,5
ONECUT1,0.0004975146148353815,3
G3BP1,0.0004974321636836976,4
NRIP1,0.0004970943205989897,5
ATP2B1,0.0004965346888639033,5
FGA,0.0004961773898685351,5
BANK1,0.0004954597738105804,5
SCN8A,0.0004948209738358855,5
PLCB4,0.0004944145970512181,5
CCDC88A,0.0004942836589179933,5
DOCK4,0.0004933271033223718,5
E2F8,0.0004929776536300778,5
GOLGA4,0.0004920986903016455,5
ACTG1,0.0004919443745166063,2
ATP2A1,0.0004916743142530322,5
HDLBP,0.0004915138590149582,5
GBP2,0.000490902146945397,3
SELP,0.0004905392357613892,5
STXBP1,0.00048855047498364,4
SPHK2,0.0004884596564806998,3
ITGA10,0.00048817218048498036,5
KRT5,0.0004877115599811077,5
LIPE,0.00048727139364928006,5
PTCH1,0.0004871027253102511,5
LCP1,0.00048607540084049105,5
SHOX2,0.0004850265977438539,1
RET,0.00048456578515470027,5
PKD2,0.00048359220963902774,5
NPY5R,0.0004823016934096813,5
MYOM2,0.00047972419997677207,5
STAG1,0.00047855706652626394,5
MED13L,0.00047727304045110943,5
EFEMP2,0.0004772604734171182,4
PHLDB1,0.0004751177621074021,5
MAST4,0.0004750379594042897,5
AXIN2,0.00047498008352704347,5
ZEB1,0.0004745931131765246,5
KYNU,0.00047442691866308453,5
HOOK3,0.00047272126539610326,4
MYO1C,0.00047214400256052614,5
PRSS36,0.0004710031673312187,5
CAMK4,0.0004704879247583449,5
MYOM1,0.0004702695761807263,5
AFF1,0.00047016659518703816,5
DIAPH3,0.0004699800978414714,5
AVPR1A,0.0004692744754720479,5
GGA2,0.00046879510045982897,4
ATP2C1,0.0004669984511565417,5
FGL2,0.00046666109119541943,2
SLC25A12,0.0004657663987018168,5
L1CAM,0.0004655773343984038,5
FARP1,0.00046549898761441,5
ABCG8,0.0004646647605113685,5
SEC31A,0.0004645200329832733,5
TULP2,0.0004634204669855535,1
ABCA4,0.0004631591553334147,5
C8B,0.00046276843640953303,5
F9,0.00046259041409939526,5
SYNJ1,0.0004625894478522241,5
CYBB,0.0004612789547536522,5
TSC1,0.0004611242387909442,5
MAGEE1,0.00045874370262026786,5
ACSM3,0.000458428543061018,5
UBC,0.00045779054635204376,5
ATAD2,0.0004574247170239687,5
TIMELESS,0.0004572568985167891,5
IQGAP2,0.00045691976556554436,5
GPAM,0.000456735648913309,5
CADM1,0.0004545074072666466,5
NDST3,0.0004544328839983791,5
AFAP1L2,0.0004540001042187214,5
sample__aa_C__event_FS__count,0.0004490728722885251,5
ITGA4,0.0004486921534407884,5
LAMC1,0.000447920395527035,5
ITGAL,0.00044778823503293096,5
EDC4,0.00044772372930310664,5
EIF4G1,0.000447023706510663,5
IRF2,0.0004469089617487043,1
DCTN1,0.00044659048435278235,5
HS3ST1,0.0004462105571292341,4
UGT2B17,0.00044609152246266603,5
MAP4K1,0.0004459509742446244,5
NAV2,0.00044578483793884517,5
MAML2,0.000444824923761189,5
NCR1,0.0004443886282388121,5
BACH1,0.0004442626144737005,5
TNC,0.0004438073025085032,5
ARHGAP4,0.00044366865186020734,5
ABCB8,0.00044243482989259064,4
MAPT,0.0004415106901433319,5
POSTN,0.0004397491808049381,5
MARCO,0.00043879112927243115,5
CHRNA1,0.00043862786842510106,5
PTK2B,0.0004383046296425164,5
PLOD1,0.00043818030583982665,3
DYRK2,0.00043816366232931616,5
DLG4,0.0004377964069135487,4
CD2AP,0.0004376959695946425,1
DPP4,0.00043759063701145353,5
MAP3K6,0.00043691755272448065,5
GBF1,0.00043643066310323776,5
ABCB7,0.0004360221559181809,5
IL12RB1,0.00043568653054535387,5
PLXNB1,0.0004356596269644797,5
TUBA3C,0.0004355411161668599,5
KCNMA1,0.00043535854201763867,5
HSPA4,0.0004336759520811029,4
VEGFC,0.00043245776905678215,5
NUP98,0.00043199495412409304,5
PYGB,0.0004298966727219522,5
PYGM,0.0004293516685720533,5
EIF4G2,0.0004265563329681754,5
NRP2,0.000426221895031631,5
ANPEP,0.0004261662601493299,5
PML,0.00042607539799064396,5
RETSAT,0.00042356777703389525,5
GUCY2D,0.00042339754290878775,5
ERN1,0.0004230057296808809,5
C3,0.00042287196847610173,5
NLGN3,0.0004227180092129856,5
MYBL2,0.00042191672837361694,5
AP4B1,0.0004215823719277978,4
NPHS1,0.00042122704326175153,5
CLTC,0.00042116983095183966,5
CDH4,0.00041982701513916255,5
CHPF2,0.00041961660608649256,5
ESYT1,0.0004182067117653787,5
SREBF2,0.00041632119682617487,5
HLA-DRB1,0.00041631778003647923,1
SIDT2,0.00041614455403760076,5
CACNA2D2,0.000415663723833859,5
ADAM9,0.0004153293848503381,5
C5AR1,0.00041528261499479413,1
PAK3,0.00041458343621343375,5
PCOLCE2,0.0004139353637583554,5
DTNA,0.00041328250663354995,5
IL1R2,0.0004131667083129287,3
ACTA1,0.00041302149766124784,5
DGCR8,0.0004125456907786429,5
TNS1,0.00041197388782165945,5
SDCCAG8,0.000410532794194296,5
MYH11,0.00040982591453939674,5
NOD1,0.00040962203638628125,5
IL2RB,0.00040959396865218877,5
ZBP1,0.00040925552602857353,5
CNTROB,0.0004092107759788632,5
LAMC2,0.000408234290080145,5
sample__aa_L__event_ST__count,0.0004081068793311715,5
AUTS2,0.00040793715161271395,5
DGKG,0.00040781331481412055,5
CEP192,0.0004069240269018337,5
USP11,0.0004063566506374627,5
UTP20,0.0004057974030729383,5
CDH6,0.0004056402132846415,5
LONP2,0.00040517839952372017,5
KIF5C,0.0004051653202623129,5
CCT3,0.0004046248795930296,3
TOP2A,0.00040448328363709154,5
SPRED2,0.0004030557902297005,4
CIT,0.0004029810952488333,5
NFKB1,0.00040252671897178516,4
SOX3,0.00040087098022922873,2
ARID4A,0.00040063573396764696,5
MAML1,0.000400418956996873,5
XK,0.0003995194856543094,1
SLIT1,0.0003987636679084972,5
COL9A1,0.000397814268944785,5
CUL1,0.0003978125547291711,5
LRP10,0.00039751721487846226,4
SCG2,0.0003965720534324646,5
HR,0.0003964533098042011,5
ATP7A,0.00039627465303055943,5
CKAP5,0.00039517246186733247,5
BCAN,0.0003945003962144256,5
NRXN2,0.00039341187366517263,5
HK2,0.0003930149599909782,5
ERBB2,0.00039126529009081423,5
POLQ,0.00039118752465583384,5
ABCA6,0.00039108899072743953,5
ITK,0.00039057319518178704,5
SLC27A2,0.0003893967717885971,5
RXRG,0.0003877419861964881,5
L3MBTL4,0.00038594284560531376,5
MSR1,0.00038546276045963167,5
NPY1R,0.0003851511748507619,5
DGKA,0.0003847203275654465,5
SLC7A2,0.0003846473206067458,5
SLIT3,0.0003845466999337077,5
CDH13,0.0003843462240183726,5
SGK1,0.00038402152131311595,1
SLC6A3,0.000383445227635093,5
UPF1,0.0003832388836599421,5
ABCC1,0.00038323697517625985,5
TYK2,0.0003829103196039796,5
TCOF1,0.000382865231949836,5
SIK1,0.00038157538801897317,4
IPO7,0.00038119967211969197,5
TUBGCP5,0.00038035011384636165,5
CYFIP2,0.00038014271412976084,5
TOP1,0.0003795505384914577,5
INHBA,0.00037862507160753013,5
EPB41L2,0.0003772557247430086,5
HSP90AB1,0.00037647727294825016,5
ANLN,0.00037568057887256147,5
ZNRF4,0.00037502274790313095,5
LPAR1,0.0003745594993233681,5
CYP4B1,0.000374501955229789,5
TAF1C,0.0003739787032827735,5
LAS1L,0.00037296796217560767,5
SRPK1,0.0003725280403159559,4
CHST8,0.000372484524268657,5
CP,0.00037236844218568876,5
PLCB2,0.0003719117841683328,5
ENPP2,0.00037061021430417895,5
SBNO2,0.00037051664548926055,4
KCNK5,0.00036917300894856453,5
RAB3GAP1,0.00036845729919150473,5
SLC27A1,0.00036670465487986803,2
TYR,0.0003666697273729369,5
ARHGEF3,0.00036583642940968275,2
SDHA,0.0003654209314845502,5
CSF3R,0.0003649495614808984,5
LLGL1,0.000364143677870743,4
CNTN1,0.0003636167210061103,5
CADM2,0.00036312351003289225,5
SORBS1,0.00036296103498898444,5
OCRL,0.00036260582273826,5
GLI1,0.0003624840057455003,5
TLR8,0.00036171823740005493,5
SHROOM2,0.00036167544894851746,5
COL17A1,0.00036156107671558857,5
LIMA1,0.0003611709806136787,5
GP1BA,0.00036098508280701935,2
AMPD3,0.0003608087194152176,5
MMP13,0.0003604806726798415,5
PRKCB,0.00035997399827465416,5
CDK13,0.00035944419796578585,5
ABL1,0.0003591773274820298,5
SLC2A3,0.0003590873209759593,5
ESR1,0.0003590502717997879,5
ABCD2,0.00035810869303531945,5
HERC3,0.0003579706884920597,5
IKZF2,0.0003575376467779279,5
THBS1,0.0003564614395145327,5
CYP4F2,0.00035601801937446,5
ABCG4,0.00035448411363177,5
HAO1,0.00035447223344817755,5
APLP1,0.0003530475660227239,5
NUP93,0.0003525641979649663,5
PLEKHG2,0.0003523044695612043,5
TOPBP1,0.00035183228610549124,5
MCM4,0.00035153840435668825,5
IKZF1,0.0003505690605379641,5
ATRN,0.00035038761561736467,5
ADCY1,0.00034964345977641644,5
MED24,0.0003477141435723752,5
USP15,0.00034728572354651986,5
CBS,0.0003453631070442498,2
XPOT,0.0003448067640420049,5
CLASP1,0.000344380660681054,5
HTR1B,0.00034391842200420797,4
ARFGEF1,0.00034330103953834624,5
PPFIA4,0.0003427960618864745,5
ALOX12B,0.0003411847515963018,5
ABCB1,0.0003396476968191564,5
sample__aa_M__event_FS__count,0.0003388054377865046,5
IL18R1,0.00033664224902167915,5
CFHR2,0.0003363103547599167,5
KIF5B,0.00033594887354411186,5
EDIL3,0.0003358046349603683,5
SYTL2,0.0003355950640980154,5
SSTR4,0.0003346808021888137,5
ZPBP,0.0003346389916259795,5
MYO9B,0.0003341417876072228,5
IFIH1,0.0003339681832585484,5
ZBTB16,0.00033387920120730996,5
DDX60,0.00033311962033621967,5
NASP,0.00033262456418015063,3
ABCC4,0.0003325789177324623,5
AGO2,0.00033039305126294496,5
PHF3,0.0003296021372079849,5
STIL,0.00032828213297761975,5
LATS2,0.00032739247544668617,5
NLGN2,0.00032732554245740175,5
FMO3,0.00032726998761063443,5
CYP2C18,0.00032684853649698196,5
ITGA6,0.0003260300203692168,5
UNC13B,0.0003247135202400386,5
IL9R,0.00032431758590973915,5
LPIN2,0.00032262045424431564,5
ABCB4,0.00032218203996308147,5
KIF23,0.0003211632138118148,2
EGF,0.0003204782260581851,5
HTR5A,0.0003203897213097662,5
HTR7,0.00031976271420717237,5
DENND5A,0.00031975752208381893,5
IRS1,0.0003194828983396292,5
POLA1,0.00031933950376696887,5
CYP4F11,0.0003188740869518369,5
XPO7,0.0003185299108736217,5
C5,0.00031847236095927656,5
MAPK10,0.000317721301689744,5
IDS,0.0003175594029016793,2
FAP,0.0003175385005306453,5
PTK2,0.00031741188140586016,5
AKAP4,0.00031735523079987613,5
ITGB2,0.000316885276697576,5
NUP205,0.00031633057806175203,5
ALDH1A1,0.000316048291279003,5
RNF31,0.00031602460076101123,5
KIF1B,0.00031527563114650545,5
ECM1,0.0003151888959109783,2
ATP6V1B1,0.00031470910762436687,5
NPC1,0.0003138263593427837,5
PTGFR,0.0003131924662739038,5
IL16,0.00031276014633476736,5
ITGB1,0.0003127400123048574,5
CD209,0.00031188199645839634,5
OLFM1,0.0003109604702331126,5
ALCAM,0.000310719151457306,4
CHUK,0.0003090763639193028,1
VWA5A,0.00030819757375866175,5
ZW10,0.0003081948147155344,5
LRPPRC,0.0003078635665588081,5
MLH1,0.0003077534420299344,4
SLC2A2,0.0003070498118177056,5
ACTN4,0.000306778447702527,5
P2RY1,0.00030647029052488506,2
APLNR,0.0003062141011469066,5
C3AR1,0.00030613758135586975,5
ATP2B4,0.0003055007779039443,5
SEMA4D,0.00030514198588207366,5
ACVR1B,0.00030485543538816273,5
EPB41,0.00030445099400822073,4
FZD2,0.0003037042450159788,5
MEF2C,0.00030362730467459187,4
OSBP2,0.00030314401956275103,5
SULF2,0.0003029227431397885,5
RRP12,0.00030282606603577734,5
ATP1A3,0.0003021509051905014,5
FOXA2,0.00030141789466142654,1
VAV3,0.0003007478153449483,5
OAS3,0.0003007455205079168,5
HSPA8,0.00029809175757691266,5
PAX3,0.00029685420740861447,5
TATDN2,0.0002954144554678351,5
ALDH8A1,0.0002953751536551863,4
VCL,0.0002937123237643391,5
UPF3B,0.0002935377803320686,3
ARHGEF11,0.00029318032757146283,5
CAMK2B,0.00029260985320433974,2
NKX2-2,0.000291983422357589,2
RABGAP1L,0.00029082883847877385,5
ABCB6,0.0002899186220020056,5
ITGBL1,0.0002895919955335557,5
APAF1,0.0002893722616136074,5
KIF11,0.0002892470802180469,4
HMGCS2,0.0002891018986701965,5
TUBGCP3,0.00028901500045321884,5
BCR,0.00028893849230371416,5
ENPP1,0.0002887923503294587,5
C1S,0.00028849479276686906,5
SORBS2,0.0002877239137887955,5
PRKCD,0.00028520392952486874,5
ODF2,0.0002848299453034997,5
MAP7,0.00028471510158851744,5
EPS8L2,0.0002846262650564313,3
ESPL1,0.0002842355432221666,5
ALAS2,0.0002839546650648117,5
B4GALNT2,0.000283357675652951,5
ZFP36L1,0.00028260081307962537,3
LAMB3,0.00028152040322311224,5
CTNNA1,0.0002814328297972679,5
DDC,0.0002803035662509501,5
INPP5F,0.0002802725415676832,5
CASP5,0.00027985273627564313,5
MCCC1,0.0002795074979076162,4
APLP2,0.0002793381921947002,5
RRP9,0.00027831523523976404,3
KDM4B,0.00027796303620561955,5
PAPSS2,0.0002762577496469021,1
MPPED2,0.00027615512954071164,1
APBB1,0.00027595777064561846,5
CYP1A2,0.00027547836070880295,5
RPS6KA2,0.00027504907920956613,5
SCAF8,0.00027375760837458076,5
TUBGCP2,0.00027349633164703847,5
MON2,0.0002734769906965084,5
STAT1,0.0002732153923716396,5
ABCC5,0.000272092864906881,5
SIDT1,0.0002717314579058439,5
MSH2,0.0002715608323342167,5
NUP107,0.0002710938861127943,5
DHX15,0.00027100923471152784,5
HRC,0.0002705020480789244,5
ZNF365,0.0002704906917642802,5
DCN,0.0002693588845431805,5
TROAP,0.0002690629858989269,5
ITIH4,0.00026720277965068816,5
NFAT5,0.0002671335445484146,5
CSE1L,0.00026641456061042844,5
TLR1,0.0002662635175511241,5
EPHX2,0.0002658479109716912,3
SPOCK1,0.0002655536125530489,5
NXF1,0.00026487980503588917,5
IL7R,0.0002644196560140699,5
MMP3,0.00026403712884833414,3
ODF1,0.0002636351273395121,2
ADAM12,0.0002627204463351518,5
HNF4A,0.00026225744222756474,5
CLSTN3,0.0002598989522084594,5
IFT88,0.000258684711297974,4
ISL1,0.00025810395600274206,5
FUT8,0.00025759456038940696,5
WNK4,0.00025694258511066437,5
LRRC15,0.00025668662274256346,5
SCARF1,0.0002542722737416625,5
SCGN,0.0002534691884648055,1
NOD2,0.0002530522004235536,5
PKP2,0.0002520706446375698,5
CAPN2,0.00025189239143704373,3
DCBLD2,0.0002517418664259215,3
NOP2,0.0002512548235245049,4
YTHDC1,0.00025008603697642686,5
KRT4,0.0002485878940206021,5
RABGAP1,0.0002482736657839268,5
ACSS1,0.0002477448550052941,5
PAXIP1,0.00024653980653965846,4
HCLS1,0.00024643553188070656,5
TLE3,0.0002463447104673833,5
ITGA3,0.0002454601155477576,5
MAST3,0.0002449243445880711,5
MDGA1,0.00024460029089823365,5
RFC1,0.00024446652387268843,5
IL18RAP,0.000243796082213521,5
CPN1,0.00024338188813999295,4
DAAM1,0.00024266744730994105,5
WDR33,0.0002411169174592942,5
MIOS,0.0002405167615506798,4
KPNB1,0.00023999869881663471,2
ABCG2,0.0002393545932136476,5
MPHOSPH10,0.0002388196298852563,4
CCNF,0.00023814984597265721,5
ADAM19,0.00023809602134861052,5
KIF3B,0.00023772407439537346,5
P2RY2,0.00023709384549874812,2
CYP7A1,0.0002370590576902032,5
COPA,0.00023679067962802946,5
ARID4B,0.0002359697115025483,5
TSC22D1,0.0002358577330596745,4
MATN2,0.00023583489237353206,5
ANO1,0.00023554341169074178,5
WFS1,0.0002349196234717965,5
KIF13B,0.00023491185274906456,5
PRLR,0.0002345770539250225,5
ILF3,0.00023257820867002011,5
STAT2,0.0002317922713700682,5
CDC42BPA,0.00023172092624008657,5
ICA1,0.00023074658383848146,4
SYNJ2,0.0002303688495885581,5
NRCAM,0.0002300414547789842,5
CD1D,0.00022959968773648143,5
ECT2,0.0002292704302817583,5
EPHB3,0.0002281632856465876,5
PIAS3,0.00022705244676520428,3
SMC3,0.00022667861194349825,5
CRAT,0.00022559607168659568,4
GAD1,0.00022428258089348673,5
NRAP,0.00022420586319640278,5
SCUBE1,0.0002217456290964037,5
WWC1,0.0002204572141636163,5
ATP8B1,0.00022028365929145367,5
KDM3A,0.00021972751710563898,5
DCX,0.0002193077525589615,5
AOC3,0.00021761888056062161,5
SAMHD1,0.00021614357829093933,5
JAK1,0.00021552438847720622,5
PPARGC1A,0.00021517542190849782,5
EHHADH,0.00021499813883565366,5
GAPVD1,0.00021352479816414416,5
GUSB,0.0002133043250069022,5
TXNRD1,0.0002131504200709363,3
ITGA2,0.00021314934274414555,5
ELN,0.00021306740236468614,5
VAV2,0.00021241819486021994,5
MMS22L,0.00021224675001576542,5
PRKCA,0.0002113718306645751,5
ADD2,0.00021092530805617572,5
TAOK2,0.00021082637831568718,5
PDE6B,0.0002101643127389252,5
SLC24A3,0.00020887221180601045,5
PIK3CB,0.00020847311243414878,5
SMC2,0.00020834545721299947,5
MCM2,0.0002080184160149656,5
ACTL7B,0.0002078905701637268,5
ADAD1,0.00020752279087901115,5
NNT,0.00020711992401629687,5
RICTOR,0.00020607965998351574,5
SLC1A2,0.00020530222294231257,3
GYS2,0.00020468426519073545,5
IL1R1,0.00020445881818886846,4
GPC4,0.00020427226554602383,5
NOLC1,0.00020314333378337323,5
TEAD4,0.00020170308804760376,3
C8A,0.00020132779027335346,5
GART,0.00019887092639692128,5
LOXL2,0.00019872186239808798,5
PMS2,0.00019850080425385386,5
IL3RA,0.00019503073417581618,4
PLA2G4A,0.00019466113299131392,5
PTPRR,0.00019410548266023396,5
sample__aa_T__event_ST__count,0.00019380046287551523,5
MAP2K3,0.00019297757535241544,5
CYP4A11,0.00019280220149084926,5
LHX9,0.00019257719395682216,5
STC1,0.00019220208923798054,1
HSP90AA1,0.00019209673046134413,5
EIF4A2,0.00019186633289791644,4
GAB2,0.00019172343891113997,5
GPC3,0.00019152394961565732,5
CHST1,0.00019069191766902805,5
NAB2,0.00019029175164178013,5
MCM6,0.0001899117196444422,4
BMPR2,0.00018987547082360834,5
DDX18,0.00018971910079320273,3
PARP9,0.00018947102362290024,5
HDAC5,0.0001892274827696383,5
THBS3,0.00018904227763414383,5
SYNCRIP,0.00018891702638939022,5
EDAR,0.0001876452806754969,4
WNT7A,0.00018385828589089214,5
MX2,0.0001833946560509503,5
MSH5,0.00018334489286644384,5
KCNJ2,0.00018192193238064647,5
TPH1,0.00018061489390674978,4
EXT2,0.00018043863819912077,5
MOV10,0.0001802055980078876,5
ACKR3,0.00017999584088101983,5
NPHP1,0.00017986607272177935,5
KCNJ8,0.00017981077544391156,5
MFN2,0.00017946846007059017,3
IDE,0.000179300966556184,5
ACE,0.000179149181349203,5
GPR83,0.0001785158267011866,5
RTN3,0.00017833333695307373,5
ACHE,0.00017705417121760547,5
AEBP1,0.00017663880134932697,5
HOXB1,0.0001737221668008715,5
ETS1,0.0001728770148474723,2
IL4R,0.00017249608645215632,5
ELF1,0.00017244791961275042,5
RAPGEF6,0.00017192772356793283,5
SYCP1,0.00017131248605437577,5
SOCS5,0.00017080763791454956,4
CYP1A1,0.00017062454717233777,5
GMPS,0.00017020662780851126,5
MYBBP1A,0.00016993294411804527,5
COCH,0.00016983452951535583,5
DGKH,0.00016979968640953302,5
ARHGAP29,0.00016977056511677802,5
BUB1B,0.00016890778206288815,5
SERPINA3,0.00016863541095517575,5
TNFRSF8,0.00016850610554683954,5
SCUBE2,0.00016710661875549704,5
APBB2,0.00016664074792061,4
CCNT1,0.00016530428547412157,4
ECM2,0.0001645742275286466,5
NUP153,0.00016424225614173338,5
CYP2E1,0.00016374458209611475,4
SLC12A4,0.00016368814394809305,5
GBP6,0.00016315926040988415,4
PRPF4B,0.00016204309067688883,5
GCKR,0.00016088465054053813,2
OPHN1,0.0001608734019100666,5
DSC3,0.00016015454020816832,5
EIF2AK1,0.00015927545609883964,3
MERTK,0.00015906497137621045,5
IL12RB2,0.0001588902436196804,5
XPO1,0.00015849629999138416,5
ERCC4,0.00015734148910269142,5
CYFIP1,0.00015587866364512591,5
MYB,0.00015547943379109105,3
NDST1,0.00015540493186563253,5
FMO1,0.0001552293892018497,5
SERPING1,0.00015487853670492768,5
TNFRSF21,0.00015458559500984846,5
ZMIZ1,0.0001533573740744032,5
ASNS,0.00015229214477585629,4
LCP2,0.00015213739243336022,4
ACSL5,0.00015165205695666373,3
TLE1,0.00015069553628563881,5
WIPF1,0.000150689366273582,5
GPNMB,0.00015054810792207717,5
CYP46A1,0.00015042644226923585,5
FMOD,0.0001471567084081471,5
PLOD3,0.00014674433041363954,5
SEC24D,0.00014558880357071758,5
NCOA7,0.0001449569594115019,5
AGGF1,0.00014274944260250777,2
ARAP3,0.0001417128551111091,5
F11,0.00013981005176901817,5
SLC38A1,0.00013975868932902813,5
CBL,0.00013973191380500793,5
BTBD3,0.00013962169759906828,3
PODXL,0.00013851525727659464,5
IL1RL1,0.00013825816859025508,5
CDON,0.00013758918503299357,5
ADD1,0.00013694215643530092,3
XPNPEP1,0.0001366373908240348,2
C9,0.00013630315661430358,5
ACTC1,0.0001359405810944736,5
HAS1,0.00013587706489488484,5
KIF2C,0.0001353007392026484,4
PRKAA2,0.00013509433483704925,5
TBCD,0.00013399177696555854,5
PAPOLB,0.0001338498666882515,5
QSOX1,0.00013294421951286494,5
NBN,0.00013232574565336108,2
SLC22A12,0.00013142061652615666,5
PITX2,0.00013124366523697972,4
CSF2RB,0.0001311930624069646,5
GC,0.00013095607282593847,5
KRT15,0.0001304005505517125,5
JUP,0.00013036106247454882,5
RASA2,0.00013029172405367717,5
CSF2RA,0.00013028286630287767,5
MVP,0.00012994418502785266,5
PPARG,0.0001294931280426681,5
JAK2,0.00012935828417539596,5
CD4,0.00012924046022817494,5
STAG3,0.00012866019969806075,5
BMP6,0.00012856193643528968,4
C2,0.00012851583596784621,2
PIK3R5,0.00012813644716516137,5
CERCAM,0.0001278338604606688,5
GLDC,0.0001271864050067961,5
ACSL6,0.0001270822365768254,5
HIRA,0.00012700146762654186,5
P4HA2,0.0001265411701751873,4
MAP6,0.0001261103156139143,5
LAD1,0.00012605477822944522,5
TGM1,0.00012346546864137054,5
ACTN1,0.0001229672590852715,5
KIF15,0.00012281903764232993,5
TNPO2,0.00012224521633470432,5
FES,0.00011878766963491216,4
PREP,0.00011838480713777244,2
ADCY6,0.0001179642102215439,5
CAPN5,0.00011750817793654278,4
FZD1,0.00011562234140001237,5
GPI,0.00011457280197646469,2
HIF1A,0.00011432170867919922,4
SGCA,0.00011327634274493903,2
NPR2,0.00011234612902626395,5
SLC46A3,0.00011195483966730535,3
CDC5L,0.00011156098917126655,5
RNF19A,0.00011110067134723067,5
NOL8,0.00011068215826526284,5
KDM7A,0.00011027552973246202,5
MTIF2,0.00011018296791007743,5
TF,0.0001096474821679294,5
F2,0.00010920416098088026,5
NUMA1,0.00010688140173442662,5
NFX1,0.0001058911206200719,5
PLCG1,0.00010438833851367235,5
CALCRL,0.00010409396491013467,5
GJA5,0.00010385814821347594,5
ALS2,0.00010365070193074644,5
DDB1,0.00010328664211556315,5
TPX2,0.00010320314904674888,5
CCNA1,0.00010315018007531763,5
TDRD7,0.00010287133045494556,5
CUL5,0.00010269520571455359,5
CES1,0.00010245282901450991,5
GJA1,0.00010202324483543634,5
ADAR,0.00010196752118645236,5
HTR1D,0.0001010301736338685,3
SLC25A13,0.00010072296427097172,5
AGO4,0.00010053011355921626,5
WNT2,9.928596409736201e-05,4
CLGN,9.873730596154928e-05,5
PYGL,9.82003635726869e-05,5
PALLD,9.755148057593033e-05,5
NRP1,9.703219693619758e-05,5
MCM7,9.654088062234223e-05,5
CYP26B1,9.53528331592679e-05,5
ARHGEF9,9.528946247883141e-05,4
CFB,9.495270787738264e-05,5
CLU,9.473878308199346e-05,5
PAM,9.447323973290622e-05,5
GPRC5B,9.440260473638772e-05,5
EXO1,9.403667063452303e-05,5
OPA1,9.329486638307572e-05,5
BDKRB2,9.276285418309271e-05,5
MLLT10,9.262867970392109e-05,5
AP1G1,9.174765436910093e-05,5
PLAT,9.170053332733612e-05,3
KRT31,9.083495824597776e-05,5
HTRA1,9.023238089866936e-05,4
CAP2,8.946010493673384e-05,5
GEMIN4,8.93533433554694e-05,4
SLC5A6,8.79607570823282e-05,5
THEG,8.733494905754924e-05,5
ITGA5,8.67416150867939e-05,5
SLC16A7,8.670638198964298e-05,5
NOP14,8.668759837746621e-05,5
FGFR1,8.638068684376776e-05,5
SERPINA10,8.541044662706554e-05,5
HERC6,8.495693327859044e-05,5
BRPF3,8.442084799753502e-05,5
IFI44L,8.404018202175696e-05,3
SSRP1,8.378479833481833e-05,4
SLC39A6,8.25486029498279e-05,5
ALDH18A1,8.239361923187972e-05,5
ARHGEF12,8.217360591515899e-05,5
EXT1,7.906333485152572e-05,5
SLC6A9,7.755829719826579e-05,5
DLGAP5,7.714688254054636e-05,5
ITIH1,7.697173859924077e-05,5
GPHN,7.656461675651372e-05,5
PDGFRB,7.595945644425228e-05,5
ITGB8,7.48308200854808e-05,5
NFE2L1,7.437581080012023e-05,5
EIF2AK3,7.274421950569377e-05,5
TRAK2,7.256147218868137e-05,5
NPFFR2,7.199208484962583e-05,5
TRIM10,7.055511232465506e-05,5
PCM1,7.019047043286264e-05,5
INCENP,6.99868076480925e-05,5
EZH1,6.99852709658444e-05,5
CMKLR1,6.996577722020447e-05,5
BCAM,6.894833059050143e-05,5
IRF6,6.816870882175863e-05,5
WWP1,6.713865441270173e-05,5
ADAM15,6.601557834073901e-05,5
ST14,6.587607786059379e-05,5
PHTF2,6.425334140658379e-05,5
PCSK1,6.40411686617881e-05,5
GCK,6.243777897907421e-05,4
CDH15,6.180122145451605e-05,5
HELLS,6.127721280790865e-05,4
PRKCE,6.115466239862145e-05,5
HIPK2,6.031536031514406e-05,5
BRDT,6.0308026149868965e-05,5
FGD6,5.963186267763376e-05,5
ACLY,5.9450767002999784e-05,5
MAN1A1,5.8907043421640995e-05,5
DLL1,5.751186472480185e-05,4
NPTX2,5.716638406738639e-05,5
DTX2,5.696267544408329e-05,4
BCL6,5.6826119543984535e-05,5
TRIP10,5.6778010912239554e-05,5
PER1,5.6442111963406204e-05,5
TUBGCP6,5.6363863404840234e-05,5
MASP2,5.5644628446316347e-05,4
MARK2,5.5622082436457275e-05,5
ATP1A1,5.5446819169446825e-05,5
IL1RL2,5.536086391657591e-05,5
SLCO1A2,5.4591411026194694e-05,5
SLC7A1,5.441386601887643e-05,5
TRIM28,5.3190509788692e-05,5
HDAC6,5.198091384954751e-05,5
PDE4B,5.189517978578806e-05,5
ABCB11,4.9569550901651384e-05,5
